species,taxonKeys,Kingdom,Phylum,Class,Order,Family,Genus
Rallus crepitans,7751637,Animalia,Chordata,Aves,Gruiformes,Rallidae,Rallus
Thalasseus maximus,5789281,Animalia,Chordata,Aves,Charadriiformes,Laridae,Thalasseus
Coluber constrictor,6161776,Animalia,Chordata,Reptilia,Squamata,Colubridae,Coluber
Gopherus polyphemus,2441812,Animalia,Chordata,Reptilia,Testudines,Testudinidae,Gopherus
Pantherophis guttatus,2455615,Animalia,Chordata,Reptilia,Squamata,Colubridae,Pantherophis
Plestiodon laticeps,5789628,Animalia,Chordata,Reptilia,Squamata,Scincidae,Plestiodon
Eptesicus fuscus,2432352,Animalia,Chordata,Mammalia,Chiroptera,Vespertilionidae,Eptesicus
Phragmatopoma californica,2326465,Animalia,Annelida,Polychaeta,Sabellida,Sabellariidae,Phragmatopoma
Antianthe expansa,2021980,Animalia,Arthropoda,Insecta,Hemiptera,Membracidae,Antianthe
Bembix americana,7625118,Animalia,Arthropoda,Insecta,Hymenoptera,Crabronidae,Bembix
Bocchoris onychinalis,1884012,Animalia,Arthropoda,Insecta,Lepidoptera,Crambidae,Bocchoris
Bombus melanopygus,1340518,Animalia,Arthropoda,Insecta,Hymenoptera,Apidae,Bombus
Bombus vosnesenskii,1340436,Animalia,Arthropoda,Insecta,Hymenoptera,Apidae,Bombus
Cotinis mutabilis,1077513,Animalia,Arthropoda,Insecta,Coleoptera,Cetoniidae,Cotinis
Eleodes osculans,8534167,Animalia,Arthropoda,Insecta,Coleoptera,Tenebrionidae,Eleodes
Erynnis tristis,5977259,Animalia,Arthropoda,Insecta,Lepidoptera,Hesperiidae,Erynnis
Eupeodes fumipennis,1540774,Animalia,Arthropoda,Insecta,Diptera,Syrphidae,Eupeodes
Gryllodes sigillatus,1722299,Animalia,Arthropoda,Insecta,Orthoptera,Gryllidae,Gryllodes
Halictus tripartitus,1353319,Animalia,Arthropoda,Insecta,Hymenoptera,Halictidae,Halictus
Ischnura cervula,1423285,Animalia,Arthropoda,Insecta,Odonata,Coenagrionidae,Ischnura
Leptotes marina,5140063,Animalia,Arthropoda,Insecta,Lepidoptera,Lycaenidae,Leptotes
Linepithema humile,1316908,Animalia,Arthropoda,Insecta,Hymenoptera,Formicidae,Linepithema
Nezara viridula,2078852,Animalia,Arthropoda,Insecta,Hemiptera,Pentatomidae,Nezara
Papilio rutulus,1937691,Animalia,Arthropoda,Insecta,Lepidoptera,Papilionidae,Papilio
Papilio zelicaon,1937751,Animalia,Arthropoda,Insecta,Lepidoptera,Papilionidae,Papilio
Paragus haemorrhous,1535781,Animalia,Arthropoda,Insecta,Diptera,Syrphidae,Paragus
Pogonomyrmex californicus,1325405,Animalia,Arthropoda,Insecta,Hymenoptera,Formicidae,Pogonomyrmex
Pogonortalis doclea,1678640,Animalia,Arthropoda,Insecta,Diptera,Platystomatidae,Pogonortalis
Pseudodoros clavatus,1539327,Animalia,Arthropoda,Insecta,Diptera,Syrphidae,Pseudodoros
Leptuca crenulata,9293681,Animalia,Arthropoda,Malacostraca,Decapoda,Ocypodidae,Leptuca
Pachygrapsus crassipes,2225812,Animalia,Arthropoda,Malacostraca,Decapoda,Grapsidae,Pachygrapsus
Pagurus samuelis,2224230,Animalia,Arthropoda,Malacostraca,Decapoda,Paguridae,Pagurus
Panulirus interruptus,2221647,Animalia,Arthropoda,Malacostraca,Decapoda,Palinuridae,Panulirus
Balanus glandula,2115706,Animalia,Arthropoda,Maxillopoda,Sessilia,Balanidae,Balanus
Pollicipes polymerus,2113807,Animalia,Arthropoda,Maxillopoda,Pedunculata,Pollicipedidae,Pollicipes
Tetraclita rubescens,9188200,Animalia,Arthropoda,Maxillopoda,Sessilia,Tetraclitidae,Tetraclita
Argiope argentata,5170999,Animalia,Arthropoda,NA,Araneae,Araneidae,Argiope
Argyrodes elevatus,5170722,Animalia,Arthropoda,NA,Araneae,Theridiidae,Argyrodes
Habronattus pyrrithrix,2170876,Animalia,Arthropoda,NA,Araneae,Salticidae,Habronattus
Neoscona oaxacensis,2158881,Animalia,Arthropoda,NA,Araneae,Araneidae,Neoscona
Paruroctonus silvestrii,6893238,Animalia,Arthropoda,NA,Scorpiones,Vaejovidae,Paruroctonus
Pholcus phalangioides,2149937,Animalia,Arthropoda,NA,Araneae,Pholcidae,Pholcus
Sassacus vitis,2177136,Animalia,Arthropoda,NA,Araneae,Salticidae,Sassacus
Steatoda grossa,2157245,Animalia,Arthropoda,NA,Araneae,Theridiidae,Steatoda
Steatoda nobilis,2157203,Animalia,Arthropoda,NA,Araneae,Theridiidae,Steatoda
Clinocottus analis,2333868,Animalia,Chordata,Actinopterygii,Scorpaeniformes,Cottidae,Clinocottus
Girella nigricans,2381219,Animalia,Chordata,Actinopterygii,Perciformes,Kyphosidae,Girella
Mugil cephalus,8189568,Animalia,Chordata,Actinopterygii,Mugiliformes,Mugilidae,Mugil
Batrachoseps nigriventris,2431769,Animalia,Chordata,Amphibia,Caudata,Plethodontidae,Batrachoseps
Pseudacris hypochondriaca,2428162,Animalia,Chordata,Amphibia,Anura,Hylidae,Pseudacris
Aechmophorus clarkii,2482032,Animalia,Chordata,Aves,Podicipediformes,Podicipedidae,Aechmophorus
Amazona viridigenalis,2479665,Animalia,Chordata,Aves,Psittaciformes,Psittacidae,Amazona
Aratinga mitrata,2479153,Animalia,Chordata,Aves,Psittaciformes,Psittacidae,Aratinga
Arenaria melanocephala,5229406,Animalia,Chordata,Aves,Charadriiformes,Scolopacidae,Arenaria
Brotogeris chiriri,2479583,Animalia,Chordata,Aves,Psittaciformes,Psittacidae,Brotogeris
Calidris canutus,2481765,Animalia,Chordata,Aves,Charadriiformes,Scolopacidae,Calidris
Charadrius nivosus,6065879,Animalia,Chordata,Aves,Charadriiformes,Charadriidae,Charadrius
Euplectes franciscanus,2494086,Animalia,Chordata,Aves,Passeriformes,Ploceidae,Euplectes
Gavia pacifica,2481955,Animalia,Chordata,Aves,Gaviiformes,Gaviidae,Gavia
Haematopus bachmani,2480272,Animalia,Chordata,Aves,Charadriiformes,Haematopodidae,Haematopus
Larus canus,7982160,Animalia,Chordata,Aves,Charadriiformes,Laridae,Larus
Larus glaucescens,2481196,Animalia,Chordata,Aves,Charadriiformes,Laridae,Larus
Larus heermanni,2481130,Animalia,Chordata,Aves,Charadriiformes,Laridae,Larus
Larus occidentalis,9656686,Animalia,Chordata,Aves,Charadriiformes,Laridae,Larus
Numenius americanus,2481794,Animalia,Chordata,Aves,Charadriiformes,Scolopacidae,Numenius
Pavo cristatus,9451184,Animalia,Chordata,Aves,Galliformes,Phasianidae,Pavo
Phalacrocorax pelagicus,2481870,Animalia,Chordata,Aves,Suliformes,Phalacrocoracidae,Phalacrocorax
Phalacrocorax penicillatus,2481892,Animalia,Chordata,Aves,Suliformes,Phalacrocoracidae,Phalacrocorax
Polioptila californica,2487600,Animalia,Chordata,Aves,Passeriformes,Polioptilidae,Polioptila
Puffinus opisthomelas,5229356,Animalia,Chordata,Aves,Procellariiformes,Procellariidae,Puffinus
Rallus obsoletus,7449585,Animalia,Chordata,Aves,Gruiformes,Rallidae,Rallus
Selasphorus sasin,2476852,Animalia,Chordata,Aves,Apodiformes,Trochilidae,Selasphorus
Setophaga auduboni,7760978,Animalia,Chordata,Aves,Passeriformes,Parulidae,Setophaga
Setophaga occidentalis,6092644,Animalia,Chordata,Aves,Passeriformes,Parulidae,Setophaga
Thalasseus elegans,2481285,Animalia,Chordata,Aves,Charadriiformes,Laridae,Thalasseus
Tyrannus melancholicus,5229662,Animalia,Chordata,Aves,Passeriformes,Tyrannidae,Tyrannus
Vidua macroura,2484628,Animalia,Chordata,Aves,Passeriformes,Viduidae,Vidua
Vireo huttoni,9722986,Animalia,Chordata,Aves,Passeriformes,Vireonidae,Vireo
Zosterops simplex,9047331,Animalia,Chordata,Aves,Passeriformes,Zosteropidae,Zosterops
Heterodontus francisci,5215678,Animalia,Chordata,Elasmobranchii,Heterodontiformes,Heterodontidae,Heterodontus
Urolophus halleri,2420478,Animalia,Chordata,Elasmobranchii,Myliobatiformes,Urolophidae,Urolophus
Otospermophilus beecheyi,8080937,Animalia,Chordata,Mammalia,Rodentia,Sciuridae,Otospermophilus
Rattus rattus,2439270,Animalia,Chordata,Mammalia,Rodentia,Muridae,Rattus
Thomomys bottae,2439385,Animalia,Chordata,Mammalia,Rodentia,Geomyidae,Thomomys
Tursiops truncatus,2440447,Animalia,Chordata,Mammalia,Cetacea,Delphinidae,Tursiops
Zalophus californianus,2433458,Animalia,Chordata,Mammalia,Carnivora,Otariidae,Zalophus
Chelonia mydas,2442225,Animalia,Chordata,Reptilia,Testudines,Cheloniidae,Chelonia
Crotalus oreganus,2444446,Animalia,Chordata,Reptilia,Squamata,Viperidae,Crotalus
Elgaria multicarinata,2468262,Animalia,Chordata,Reptilia,Squamata,Anguidae,Elgaria
Podarcis siculus,9185677,Animalia,Chordata,Reptilia,Squamata,Lacertidae,Podarcis
Anthopleura elegantissima,2256826,Animalia,Cnidaria,Anthozoa,Actiniaria,Actiniidae,Anthopleura
Anthopleura sola,2256825,Animalia,Cnidaria,Anthozoa,Actiniaria,Actiniidae,Anthopleura
Patiria miniata,2272172,Animalia,Echinodermata,Asteroidea,Valvatida,Asterinidae,Patiria
Pisaster ochraceus,2273754,Animalia,Echinodermata,Asteroidea,Forcipulatida,Asteriidae,Pisaster
Dendraster excentricus,2279084,Animalia,Echinodermata,Echinoidea,Clypeasteroida,Dendrasteridae,Dendraster
Mesocentrotus franciscanus,6474262,Animalia,Echinodermata,Echinoidea,Camarodonta,Strongylocentrotidae,Mesocentrotus
Strongylocentrotus purpuratus,2278852,Animalia,Echinodermata,Echinoidea,Camarodonta,Strongylocentrotidae,Strongylocentrotus
Ophionereis annulata,2278292,Animalia,Echinodermata,Ophiuroidea,Amphilepidida,Ophionereididae,Ophionereis
Argopecten ventricosus,2285866,Animalia,Mollusca,Bivalvia,Pectinida,Pectinidae,Argopecten
Donax gouldii,5189105,Animalia,Mollusca,Bivalvia,Cardiida,Donacidae,Donax
Mytilus californianus,2285680,Animalia,Mollusca,Bivalvia,Mytilida,Mytilidae,Mytilus
Ruditapes philippinarum,4372686,Animalia,Mollusca,Bivalvia,Venerida,Veneridae,Ruditapes
Aplysia californica,5191261,Animalia,Mollusca,Gastropoda,Aplysiida,Aplysiidae,Aplysia
Aplysia vaccaria,5191259,Animalia,Mollusca,Gastropoda,Aplysiida,Aplysiidae,Aplysia
Cerithideopsis californica,8424246,Animalia,Mollusca,Gastropoda,NA,Potamididae,Cerithideopsis
Deroceras laeve,5781358,Animalia,Mollusca,Gastropoda,Stylommatophora,Agriolimacidae,Deroceras
Fissurella volcano,2293579,Animalia,Mollusca,Gastropoda,Lepetellida,Fissurellidae,Fissurella
Kelletia kelletii,2304727,Animalia,Mollusca,Gastropoda,Neogastropoda,Buccinidae,Kelletia
Limacia mcdonaldi,9360337,Animalia,Mollusca,Gastropoda,Nudibranchia,Polyceridae,Limacia
Lottia gigantea,2297856,Animalia,Mollusca,Gastropoda,NA,Lottiidae,Lottia
Lottia scabra,2297849,Animalia,Mollusca,Gastropoda,NA,Lottiidae,Lottia
Megastraea undosa,2293185,Animalia,Mollusca,Gastropoda,Trochida,Turbinidae,Megastraea
Megathura crenulata,2293441,Animalia,Mollusca,Gastropoda,Lepetellida,Fissurellidae,Megathura
Navanax inermis,2291515,Animalia,Mollusca,Gastropoda,Cephalaspidea,Aglajidae,Navanax
Neobernaya spadicea,5856681,Animalia,Mollusca,Gastropoda,Littorinimorpha,Cypraeidae,Neobernaya
Norrisia norrisii,6514676,Animalia,Mollusca,Gastropoda,Trochida,Tegulidae,Norrisia
Oxychilus draparnaudi,5190767,Animalia,Mollusca,Gastropoda,Stylommatophora,Oxychilidae,Oxychilus
Polygyra cereolus,2295819,Animalia,Mollusca,Gastropoda,Stylommatophora,Polygyridae,Polygyra
Pteropurpura festiva,2304380,Animalia,Mollusca,Gastropoda,Neogastropoda,Muricidae,Pteropurpura
Tegula eiseni,2292846,Animalia,Mollusca,Gastropoda,Trochida,Tegulidae,Tegula
Tegula funebralis,2292844,Animalia,Mollusca,Gastropoda,Trochida,Tegulidae,Tegula
Theba pisana,2294277,Animalia,Mollusca,Gastropoda,Stylommatophora,Helicidae,Theba
Thylacodes squamigerus,7590840,Animalia,Mollusca,Gastropoda,Littorinimorpha,Vermetidae,Thylacodes
Cyanoplax hartwegii,4305098,Animalia,Mollusca,Polyplacophora,Chitonida,Lepidochitonidae,Cyanoplax
Mopalia muscosa,2306057,Animalia,Mollusca,Polyplacophora,Chitonida,Mopaliidae,Mopalia
Nuttallina californica,5193837,Animalia,Mollusca,Polyplacophora,Chitonida,Lepidochitonidae,Nuttallina
Stenoplax conspicua,2306759,Animalia,Mollusca,Polyplacophora,Chitonida,Ischnochitonidae,Stenoplax
Scolopendra polymorpha,5179365,Animalia,Arthropoda,Chilopoda,Scolopendromorpha,Scolopendridae,Scolopendra
Aedes aegypti,1651891,Animalia,Arthropoda,Insecta,Diptera,Culicidae,Aedes
Andricus quercuscalifornicus,1309603,Animalia,Arthropoda,Insecta,Hymenoptera,Cynipidae,Andricus
Argia vivida,5051522,Animalia,Arthropoda,Insecta,Odonata,Coenagrionidae,Argia
Bombus californicus,1340343,Animalia,Arthropoda,Insecta,Hymenoptera,Apidae,Bombus
Ceratitis capitata,1626096,Animalia,Arthropoda,Insecta,Diptera,Tephritidae,Ceratitis
Ctenolepisma lineata,1421095,Animalia,Arthropoda,Insecta,Zygentoma,Lepismatidae,Ctenolepisma
Eristalinus taeniops,1542714,Animalia,Arthropoda,Insecta,Diptera,Syrphidae,Eristalinus
Euborellia annulipes,1419894,Animalia,Arthropoda,Insecta,Dermaptera,Anisolabididae,Euborellia
Eupteryx decemnotata,5985037,Animalia,Arthropoda,Insecta,Hemiptera,Cicadellidae,Eupteryx
Graphocephala atropunctata,2041614,Animalia,Arthropoda,Insecta,Hemiptera,Cicadellidae,Graphocephala
Incisitermes minor,2007347,Animalia,Arthropoda,Insecta,Blattodea,Kalotermitidae,Incisitermes
Limenitis bredowii,5132079,Animalia,Arthropoda,Insecta,Lepidoptera,Nymphalidae,Limenitis
Liometopum occidentale,1319372,Animalia,Arthropoda,Insecta,Hymenoptera,Formicidae,Liometopum
Pacificanthia consors,6067024,Animalia,Arthropoda,Insecta,Coleoptera,Cantharidae,Pacificanthia
Papilio eurymedon,1937642,Animalia,Arthropoda,Insecta,Lepidoptera,Papilionidae,Papilio
Perithemis intensa,1428065,Animalia,Arthropoda,Insecta,Odonata,Libellulidae,Perithemis
Phloeodes diabolicus,1045213,Animalia,Arthropoda,Insecta,Coleoptera,Zopheridae,Phloeodes
Psyllobora vigintimaculata,1043584,Animalia,Arthropoda,Insecta,Coleoptera,Coccinellidae,Psyllobora
Pyrausta volupialis,1890417,Animalia,Arthropoda,Insecta,Lepidoptera,Crambidae,Pyrausta
Scudderia mexicana,5097640,Animalia,Arthropoda,Insecta,Orthoptera,Tettigoniidae,Scudderia
Siphanta acuta,2066903,Animalia,Arthropoda,Insecta,Hemiptera,Flatidae,Siphanta
Trimerotropis pallidipennis,1709239,Animalia,Arthropoda,Insecta,Orthoptera,Acrididae,Trimerotropis
Emerita analoga,2225698,Animalia,Arthropoda,Malacostraca,Decapoda,Hippidae,Emerita
Holocnemus pluchei,2149679,Animalia,Arthropoda,NA,Araneae,Pholcidae,Holocnemus
Oxyopes scalaris,2178888,Animalia,Arthropoda,NA,Araneae,Oxyopidae,Oxyopes
Phidippus adumbratus,5173113,Animalia,Arthropoda,NA,Araneae,Salticidae,Phidippus
Uloborus diversus,2142459,Animalia,Arthropoda,NA,Araneae,Uloboridae,Uloborus
Aneides lugubris,2431711,Animalia,Chordata,Amphibia,Caudata,Plethodontidae,Aneides
Pseudacris cadaverina,2428130,Animalia,Chordata,Amphibia,Anura,Hylidae,Pseudacris
Taricha torosa,2431913,Animalia,Chordata,Amphibia,Caudata,Salamandridae,Taricha
Amazona oratrix,2479646,Animalia,Chordata,Aves,Psittaciformes,Psittacidae,Amazona
Aphriza virgata,2481807,Animalia,Chordata,Aves,Charadriiformes,Scolopacidae,Aphriza
Aratinga erythrogenys,2479104,Animalia,Chordata,Aves,Psittaciformes,Psittacidae,Aratinga
Baeolophus inornatus,2487905,Animalia,Chordata,Aves,Passeriformes,Paridae,Baeolophus
Chamaea fasciata,2493558,Animalia,Chordata,Aves,Passeriformes,Sylviidae,Chamaea
Pluvialis fulva,2480331,Animalia,Chordata,Aves,Charadriiformes,Charadriidae,Pluvialis
Pycnonotus jocosus,2486151,Animalia,Chordata,Aves,Passeriformes,Pycnonotidae,Pycnonotus
Tarsiger cyanurus,2492509,Animalia,Chordata,Aves,Passeriformes,Muscicapidae,Tarsiger
Sciurus griseus,5219672,Animalia,Chordata,Mammalia,Rodentia,Sciuridae,Sciurus
Aspidoscelis tigris,8913064,Animalia,Chordata,Reptilia,Squamata,Teiidae,Aspidoscelis
Coluber lateralis,8202136,Animalia,Chordata,Reptilia,Squamata,Colubridae,Coluber
Lampropeltis californiae,8170369,Animalia,Chordata,Reptilia,Squamata,Colubridae,Lampropeltis
Phrynosoma blainvillii,5222451,Animalia,Chordata,Reptilia,Squamata,Phrynosomatidae,Phrynosoma
Plestiodon skiltonianus,5960558,Animalia,Chordata,Reptilia,Squamata,Scincidae,Plestiodon
Periploma planiusculum,2288675,Animalia,Mollusca,Bivalvia,NA,Periplomatidae,Periploma
Helminthoglypta tudiculata,2296138,Animalia,Mollusca,Gastropoda,Stylommatophora,Xanthonychidae,Helminthoglypta
Xerotricha conspurcata,4564725,Animalia,Mollusca,Gastropoda,Stylommatophora,Geomitridae,Xerotricha
Lytta magister,1046562,Animalia,Arthropoda,Insecta,Coleoptera,Meloidae,Lytta
Faxonius virilis,8971201,Animalia,Arthropoda,Malacostraca,Decapoda,Cambaridae,Faxonius
Centruroides sculpturatus,6894244,Animalia,Arthropoda,NA,Scorpiones,Buthidae,Centruroides
Agapornis roseicollis,9770031,Animalia,Chordata,Aves,Psittaciformes,Psittacidae,Agapornis
Colaptes chrysoides,2478248,Animalia,Chordata,Aves,Piciformes,Picidae,Colaptes
Melanerpes uropygialis,2478112,Animalia,Chordata,Aves,Piciformes,Picidae,Melanerpes
Melozone aberti,7341587,Animalia,Chordata,Aves,Passeriformes,Emberizidae,Melozone
Nandayus nenday,2480102,Animalia,Chordata,Aves,Psittaciformes,Psittacidae,Nandayus
Toxostoma bendirei,5231697,Animalia,Chordata,Aves,Passeriformes,Mimidae,Toxostoma
Vireo bellii,2487441,Animalia,Chordata,Aves,Passeriformes,Vireonidae,Vireo
Ammospermophilus harrisii,2437568,Animalia,Chordata,Mammalia,Rodentia,Sciuridae,Ammospermophilus
Xerospermophilus tereticaudus,8032606,Animalia,Chordata,Mammalia,Rodentia,Sciuridae,Xerospermophilus
Callisaurus draconoides,2451459,Animalia,Chordata,Reptilia,Squamata,Phrynosomatidae,Callisaurus
Sauromalus ater,2459705,Animalia,Chordata,Reptilia,Squamata,Iguanidae,Sauromalus
Sceloporus magister,2451393,Animalia,Chordata,Reptilia,Squamata,Phrynosomatidae,Sceloporus
Pomacea canaliculata,2292582,Animalia,Mollusca,Gastropoda,Architaenioglossa,Ampullariidae,Pomacea
Rhysida longipes,2232111,Animalia,Arthropoda,Chilopoda,Scolopendromorpha,Scolopendridae,Rhysida
Anadenobolus monilicornis,1027048,Animalia,Arthropoda,Diplopoda,Spirobolida,Rhinocricidae,Anadenobolus
Helicorthomorpha holstii,1017372,Animalia,Arthropoda,Diplopoda,Polydesmida,Paradoxosomatidae,Helicorthomorpha
Trigoniulus corallinus,1026972,Animalia,Arthropoda,Diplopoda,Spirobolida,Trigoniulidae,Trigoniulus
Acrolophus walsinghami,5122556,Animalia,Arthropoda,Insecta,Lepidoptera,Acrolophidae,Acrolophus
Artipus floridanus,1186000,Animalia,Arthropoda,Insecta,Coleoptera,Curculionidae,Artipus
Asbolis capucinus,1949331,Animalia,Arthropoda,Insecta,Lepidoptera,Hesperiidae,Asbolis
Battus polydamas,5141324,Animalia,Arthropoda,Insecta,Lepidoptera,Papilionidae,Battus
Camponotus conspicuus,5033660,Animalia,Arthropoda,Insecta,Hymenoptera,Formicidae,Camponotus
Cerastipsocus venosus,1031435,Animalia,Arthropoda,Insecta,Psocodea,Psocidae,Cerastipsocus
Chelymorpha cribraria,4990605,Animalia,Arthropoda,Insecta,Coleoptera,Chrysomelidae,Chelymorpha
Cymaenes tripunctus,1947037,Animalia,Arthropoda,Insecta,Lepidoptera,Hesperiidae,Cymaenes
Dasychira meridionalis,1820940,Animalia,Arthropoda,Insecta,Lepidoptera,Lymantriidae,Dasychira
Erinnyis ello,1864316,Animalia,Arthropoda,Insecta,Lepidoptera,Sphingidae,Erinnyis
Eumaeus atala,5139909,Animalia,Arthropoda,Insecta,Lepidoptera,Lycaenidae,Eumaeus
Eurema daira,5137819,Animalia,Arthropoda,Insecta,Lepidoptera,Pieridae,Eurema
Halictus poeyi,1353384,Animalia,Arthropoda,Insecta,Hymenoptera,Halictidae,Halictus
Halysidota cinctipes,1814357,Animalia,Arthropoda,Insecta,Lepidoptera,Arctiidae,Halysidota
Ignelater havaniensis,6973713,Animalia,Arthropoda,Insecta,Coleoptera,Elateridae,Ignelater
Lymire edwardsi,1804331,Animalia,Arthropoda,Insecta,Lepidoptera,Arctiidae,Lymire
Myllocerus undecimpustulatus,1240491,Animalia,Arthropoda,Insecta,Coleoptera,Curculionidae,Myllocerus
Pachylia ficus,1863856,Animalia,Arthropoda,Insecta,Lepidoptera,Sphingidae,Pachylia
Paratrechina longicornis,1325561,Animalia,Arthropoda,Insecta,Hymenoptera,Formicidae,Paratrechina
Phanaeus vindex,1087542,Animalia,Arthropoda,Insecta,Coleoptera,Scarabaeidae,Phanaeus
Pheidole megacephala,1322635,Animalia,Arthropoda,Insecta,Hymenoptera,Formicidae,Pheidole
Phocides pigmalion,1947587,Animalia,Arthropoda,Insecta,Lepidoptera,Hesperiidae,Phocides
Polistes major,1310743,Animalia,Arthropoda,Insecta,Hymenoptera,Eumenidae,Polistes
Polites baracoa,1943942,Animalia,Arthropoda,Insecta,Lepidoptera,Hesperiidae,Polites
Protalebrella brasiliensis,2031856,Animalia,Arthropoda,Insecta,Hemiptera,Cicadellidae,Protalebrella
Protambulyx strigilis,1862547,Animalia,Arthropoda,Insecta,Lepidoptera,Sphingidae,Protambulyx
Pyrausta tyralis,1890876,Animalia,Arthropoda,Insecta,Lepidoptera,Crambidae,Pyrausta
Seirarctia echo,1805682,Animalia,Arthropoda,Insecta,Lepidoptera,Arctiidae,Seirarctia
Syngamia florella,1885950,Animalia,Arthropoda,Insecta,Lepidoptera,Crambidae,Syngamia
Syntomeida epilais,1809135,Animalia,Arthropoda,Insecta,Lepidoptera,Arctiidae,Syntomeida
Utetheisa ornatrix,1803218,Animalia,Arthropoda,Insecta,Lepidoptera,Erebidae,Utetheisa
Aratus pisonii,5178602,Animalia,Arthropoda,Malacostraca,Decapoda,Sesarmidae,Aratus
Cardisoma guanhumi,2225832,Animalia,Arthropoda,Malacostraca,Decapoda,Gecarcinidae,Cardisoma
Coenobita clypeatus,5178542,Animalia,Arthropoda,Malacostraca,Decapoda,Coenobitidae,Coenobita
Argiope trifasciata,5170973,Animalia,Arthropoda,NA,Araneae,Araneidae,Argiope
Cyclosa walckenaeri,2158178,Animalia,Arthropoda,NA,Araneae,Araneidae,Cyclosa
Eriophora ravilla,5171074,Animalia,Arthropoda,NA,Araneae,Araneidae,Eriophora
Leucauge argyra,2151507,Animalia,Arthropoda,NA,Araneae,Tetragnathidae,Leucauge
Abudefduf saxatilis,2398623,Animalia,Chordata,Actinopterygii,Perciformes,Pomacentridae,Abudefduf
Cichla ocellaris,5208153,Animalia,Chordata,Actinopterygii,Perciformes,Cichlidae,Cichla
Heterotilapia buttikoferi,9466990,Animalia,Chordata,Actinopterygii,Perciformes,Cichlidae,Heterotilapia
Lutjanus griseus,2384986,Animalia,Chordata,Actinopterygii,Perciformes,Lutjanidae,Lutjanus
Mayaheros urophthalmus,9539561,Animalia,Chordata,Actinopterygii,Perciformes,Cichlidae,Mayaheros
Pelmatolapia mariae,9552432,Animalia,Chordata,Actinopterygii,Perciformes,Cichlidae,Pelmatolapia
Sphoeroides testudineus,2407878,Animalia,Chordata,Actinopterygii,Tetraodontiformes,Tetraodontidae,Sphoeroides
