"species","taxonKeys","Kingdom","Phylum","Class","Order","Family","Genus","fileName","AUCtest","AUCdiff","CBItest","threshold","nobs","nthin","importantVars","importantValue","percentContribution","Features","Regularization","AUCtrain"
"Mallophora fautrix",5092838,"Animalia","Arthropoda","Insecta","Diptera","Asilidae","Mallophora","Mallophora_fautrix.csv",0.80542640438488,0.112456627616958,0.82225,0.60970475,479,471,"AHM;CMD;DD_0;EXT;Eref;MSP;MWMT;PAS;PPT_at;PPT_sp;PPT_wt;RH;SHM;Tave_sp;bFFP","0.0082;9.0391;0;15.195;8.4091;5.9459;9.8247;0;10.4197;0;6.4732;0.8298;0;0;33.8552","0.6544;7.0462;0;5.2187;0.5262;5.1793;0.8819;0;0.3197;0;1.1541;28.5479;16.028;0.9672;33.4763","Q",2.5,0.818273336673108
"Mallophora leschenaultii",5092806,"Animalia","Arthropoda","Insecta","Diptera","Asilidae","Mallophora","Mallophora_leschenaultii.csv",0.867773128572423,0.102701008969386,0.88825,0.39166813,199,198,"AHM;CMI;EMT;EXT;Eref;MSP;MWMT;NFFD;PAS;PPT_at;PPT_wt;RH;SHM;Tave_sp;bFFP;eFFP","0.0859;0.7384;5.4353;9.7211;13.2356;2.6062;3.3939;0.1078;0;3.6315;18.0404;7.146;2.6482;4.2456;7.2977;21.6664","0.3007;0.1171;11.5189;1.8432;1.8316;0.9461;3.2967;6.5633;1.4199;1.4148;54.6148;0.4261;13.6926;0.3229;0.4593;1.232","LQHP",0.5,0.934951088797243
"Mallota florea",1541441,"Animalia","Arthropoda","Insecta","Diptera","Syrphidae","Mallota","Mallota_florea.csv",0.927985086579453,0.0221053383305498,0.945,0.37445812,147,142,"AHM;CMD;DD18;DD_0;EMT;EXT;PAS;PPT_at;PPT_sm;PPT_wt;RH;SHM;Tave_sp","7.3698;0;12.531;3.457;0;4.328;0;0;0;25.8683;15.6833;4.088;26.6746","1.0447;0;1.852;7.5612;38.215;2.7521;0;0;0;24.5313;18.4241;3.429;2.1905","L",1.5,0.938896002276284
"Manduca rustica",1864021,"Animalia","Arthropoda","Insecta","Lepidoptera","Sphingidae","Manduca","Manduca_rustica.csv",0.716010330326974,0.0876584687690526,0.77725,0.63440962,949,930,"AHM;CMD;EXT;Eref;MAP;MSP;MWMT;PAS;PPT_at;PPT_wt;RH;SHM;Tave_sp;bFFP","0;0;0.2728;0;3.4281;0;6.0774;17.8508;0;32.7246;12.9677;0.5431;25.297;0.8384","0;0.014;0.1099;0;0.6104;0;4.9731;26.7192;0;49.5584;2.8622;1.296;12.5231;1.3336","LQH",3,0.725961718214486
"Manduca sexta",1863978,"Animalia","Arthropoda","Insecta","Lepidoptera","Sphingidae","Manduca","Manduca_sexta.csv",0.754942551696068,0.0619867317050103,0.8855,0.6080334,3192,3154,"AHM;CMD;DD_0;EXT;MAP;MSP;MWMT;PAS;PPT_at;PPT_sp;PPT_wt;RH;SHM;Tave_sp;bFFP","4.2718;17.5501;4.2889;2.6485;1.2614;1.5271;3.3055;8.3016;3.3934;9.4016;23.7215;2.0546;5.5258;4.4597;8.2885","1.5875;2.1318;3.1317;0.5921;0.0823;6.6636;1.5387;3.2941;0.3999;7.7057;57.8542;2.1932;2.9768;1.8231;8.0252","LQHP",0.5,0.80393488200128
"Mantis religiosa",6258028,"Animalia","Arthropoda","Insecta","Mantodea","Mantidae","Mantis","Mantis_religiosa.csv",0.841887928274854,0.0802107423797295,0.962,0.48831768,2357,2333,"AHM;CMD;CMI;DD18;DD_0;EXT;Eref;MCMT;MSP;MWMT;PAS;PPT_at;PPT_sp;PPT_wt;RH;SHM;Tave_at;bFFP","3.219;9.0027;0.1529;11.9792;13.8844;0;10.2684;0.7924;2.9063;0.0035;24.7278;0.0124;4.1487;0.7055;0.5543;1.9228;7.5003;8.2193","2.6438;2.5439;0.0161;15.897;5.9646;1.0793;12.6766;1.8726;5.5954;0.8617;16.6138;5.7107;4.895;1.1258;0.1812;6.5572;1.6151;14.1501","P",1,0.840181031054317
"Marmara arbutiella",1751163,"Animalia","Arthropoda","Insecta","Lepidoptera","Gracillariidae","Marmara","Marmara_arbutiella.csv",0.911299502630293,0.0155854402664,0.89075,0.48660247,134,128,"AHM;DD18;DD_0;EMT;EXT;MSP;PAS;PPT_wt;RH;SHM","11.1138;3.8371;1.9469;4.6808;1.4034;23.3228;27.2613;4.6362;18.6339;3.1638","0.5889;5.7215;0.0808;30.8838;0.173;17.5846;23.5557;0.7235;13.7593;6.929","LQ",0.5,0.936185515873016
"Marmara fasciella",1751157,"Animalia","Arthropoda","Insecta","Lepidoptera","Gracillariidae","Marmara","Marmara_fasciella.csv",0.771086952084354,0.1243595926062,0.74425,0.70144834,43,43,"AHM;CMD;EXT;Eref;MAP;MSP;NFFD;PAS;PPT_at;PPT_sp;PPT_wt;RH;SHM","0;0;4.6379;0;0;2.3901;1.195;0;41.0585;10.0014;2.0344;2.0771;36.6055","0;0.4;2.2231;0;0;8.9031;7.8515;3.1517;29.584;15.3884;11.3385;0.4416;20.7181","LQH",1.5,0.794739881358602
"Marmota monax",2437368,"Animalia","Chordata","Mammalia","Rodentia","Sciuridae","Marmota","Marmota_monax.csv",0.812738703046608,0.0660397020489291,0.96775,0.56256966,3717,3695,"AHM;CMD;CMI;DD18;DD_0;EXT;MSP;PAS;PPT_at;PPT_sp;PPT_wt;RH;SHM","2.3829;4.6595;5.6211;30.2314;2.8469;0.6496;1.1846;1.1929;3.5725;14.1647;30.3422;0.4918;2.6599","0.1279;0.8555;0.7224;46.8921;8.9858;6.6927;0.0466;0.8108;0.7629;6.3039;27.3048;0.3534;0.1411","LQH",0.5,0.822673838035059
"Meconema meridionale",1690429,"Animalia","Arthropoda","Insecta","Orthoptera","Tettigoniidae","Meconema","Meconema_meridionale.csv",0.930529919299451,0.0458742047694154,0.7745,0.56758775,31,30,"AHM;CMD;DD18;DD_0;Eref;MCMT;PPT_sm;PPT_wt;RH","0;4.3836;0;64.0183;3.7443;0;0;27.8539;0","0;0.9416;0;35.5809;49.0584;0;0;14.4191;0","P",3,0.960648148148148
"Meconema thalassinum",1690432,"Animalia","Arthropoda","Insecta","Orthoptera","Tettigoniidae","Meconema","Meconema_thalassinum.csv",0.783045314666602,0.0750915940848512,0.916,0.55211009,591,580,"AHM;CMD;DD18;DD_0;EXT;Eref;MSP;PAS;PPT_sp;RH;SHM;Tave_at;Tave_sp;bFFP","2.3845;0;7.0154;20.7078;0;7.5702;14.5635;3.6031;7.0739;1.8771;32.3084;0;1.1129;1.7831","2.0969;0.1352;4.8899;2.9711;31.2533;8.6382;1.1584;7.3079;8.577;28.7796;2.4864;0.0878;0.0221;1.5963","P",3,0.801034844592394
"Mecynogea lemniscata",2158784,"Animalia","Arthropoda","Arachnida","Araneae","Araneidae","Mecynogea","Mecynogea_lemniscata.csv",0.82075879392513,0.15588479669828,0.7995,0.56763961,456,450,"AHM;DD18;DD_0;EMT;EXT;Eref;MAP;MSP;MWMT;NFFD;PAS;PPT_at;PPT_sp;PPT_wt;RH;SHM","0.5561;6.1302;0;11.8334;7.8886;0.0433;0;0;0;33.1695;0;0.1155;15.8282;4.3821;15.6445;4.4086","0.2012;3.1602;0.0408;0.8464;0.4839;0.0407;0;0;2.1628;32.9499;1.5575;0.1282;11.6504;1.311;42.7723;2.6947","LQ",1,0.792647479077363
"Megaceryle alcyon",2475472,"Animalia","Chordata","Aves","Coraciiformes","Alcedinidae","Megaceryle","Megaceryle_alcyon.csv",0.736414521281917,0.0911738742916751,0.91075,0.57116015,98481,94747,"AHM;CMD;CMI;DD_0;EXT;MSP;MWMT;PAS;PPT_at;PPT_sp;PPT_wt;RH;SHM;bFFP","6.4357;29.772;0.0252;29.439;4.0881;0.0561;1.0557;10.2799;0;1.8183;10.5739;0.6925;0;5.7635","1.0419;15.5267;0.0604;30.781;11.502;2.0737;2.4785;0.4209;0;0.1729;1.567;1.6389;0;32.736","P",1.5,0.765899362192903
"Megaceryle torquata",2475466,"Animalia","Chordata","Aves","Coraciiformes","Alcedinidae","Megaceryle","Megaceryle_torquata.csv",0.794792153570539,0.0943725661532394,0.92875,0.55439815,3113,2164,"AHM;CMD;CMI;DD18;DD_0;DD_18;EMT;EXT;Eref;MSP;MWMT;NFFD;PAS;PPT_at;PPT_sp;PPT_wt;RH;SHM;bFFP","1.7945;8.5753;12.5352;5.3524;0;2.5205;2.4953;8.058;0.0075;7.6082;0.572;4.1776;3.1481;24.6982;4.3468;4.5803;7.0657;2.2956;0.1688","0.5195;10.0824;1.0781;3.5933;0.006;0.4223;3.2242;3.9089;0.0295;4.3418;1.5884;11.4859;14.8471;15.8875;1.8816;0.941;25.9482;0.1628;0.0511","LQHP",0.5,0.85368175941115
"Megachile latimanus",1336315,"Animalia","Arthropoda","Insecta","Hymenoptera","Megachilidae","Megachile","Megachile_latimanus.csv",0.695202244033304,0.0993358381199153,0.712,0.66198106,304,298,"AHM;CMD;CMI;DD18;EXT;Eref;MCMT;MSP;PAS;PPT_at;PPT_sp;PPT_wt;RH;SHM;Tave_at;bFFP","5.9922;0.2506;0;31.6122;0.4968;5.1237;3.6485;2.1285;21.6984;13.2675;0.0595;1.4539;1.1023;0;12.9341;0.2317","0.5844;0.0342;0;30.944;10.7101;2.5506;5.5826;3.3214;31.054;3.3006;0.013;0.3748;9.8458;0.5369;1.0998;0.0477","P",3,0.713704216450477
"Megachile parallela",1336077,"Animalia","Arthropoda","Insecta","Hymenoptera","Megachilidae","Megachile","Megachile_parallela.csv",0.641187706694036,0.130992701562322,0.60875,0.59830256,152,148,"AHM;CMD;DD18;DD_0;EXT;Eref;MSP;MWMT;PAS;PPT_at;PPT_sp;PPT_wt;RH;SHM;bFFP","0.1573;17.5993;6.6258;0.398;0.0629;0;10.8438;0;2.7271;15.9352;0.4234;15.0183;5.3575;1.1407;23.7108","0.0527;14.5397;4.9044;0.4497;0.1136;0;9.8662;0.0033;1.1362;3.2896;4.1476;17.8358;0.3421;0.4057;42.9135","L",2,0.718980846640421
"Megachile perihirta",1335630,"Animalia","Arthropoda","Insecta","Hymenoptera","Megachilidae","Megachile","Megachile_perihirta.csv",0.794972676905991,0.191529840857175,0.8085,0.52718829,246,236,"AHM;CMD;DD18;DD_0;EMT;EXT;PAS;PPT_at;PPT_sm;RH;SHM;Tave_sp;bFFP","2.0908;7.2178;15.2833;2.1257;1.7739;0.0915;3.2779;0.8979;9.9334;0;19.5051;9.903;27.8996","3.6282;1.0394;8.3599;2.6938;13.2606;16.6836;0.99;10.6019;4.4745;3.3445;2.3444;0.2588;32.3203","P",2,0.850933291423874
"Megachile rotundata",1335648,"Animalia","Arthropoda","Insecta","Hymenoptera","Megachilidae","Megachile","Megachile_rotundata.csv",0.689258861315569,0.163504307677052,0.583,0.58103408,386,380,"AHM;CMD;DD18;DD_0;EXT;Eref;MSP;PAS;PPT_at;PPT_wt;RH;SHM;Tave_at;bFFP","14.4679;1.6392;10.4425;3.1456;0;8.991;22.7118;0.253;15.8359;2.2265;0.1616;17.7858;1.6149;0.7241","13.8236;4.1103;10.166;6.8111;8.4913;7.1668;4.4491;9.7394;7.7808;3.9788;8.4682;5.5288;3.496;5.9896","P",1,0.792094824986662
"Megachile sculpturalis",1335213,"Animalia","Arthropoda","Insecta","Hymenoptera","Megachilidae","Megachile","Megachile_sculpturalis.csv",0.779571362016399,0.134455834778683,0.8065,0.56723977,627,621,"AHM;CMD;EXT;MSP;PAS;PPT_at;PPT_sp;PPT_wt;RH;SHM;bFFP","0.5411;2.6148;7.7403;1.0868;30.1567;4.9878;19.221;9.2204;7.7296;0.1935;16.508","1.1916;0.6893;14.4195;0.3728;31.4919;5.5173;14.6175;13.1872;14.397;0.9487;3.1673","LQHP",1.5,0.785943763648591
"Megachile texana",1335888,"Animalia","Arthropoda","Insecta","Hymenoptera","Megachilidae","Megachile","Megachile_texana.csv",0.775980888710721,0.0731651272670208,0.767,0.47038098,118,114,"AHM;DD_0;EXT;Eref;MSP;MWMT;PAS;PPT_at;PPT_sp;PPT_wt;RH;SHM;bFFP","3.652;5.3789;1.4232;12.1276;14.5515;1.7167;16.0312;19.4443;1.0471;3.9189;19.8573;0.6646;0.1868","1.3561;1.3445;7.3074;20.0196;1.9906;0.915;15.6797;1.0717;4.1639;1.2986;43.4037;1.2369;0.2123","LQHP",1,0.794796670713896
"Megachile xylocopoides",1335381,"Animalia","Arthropoda","Insecta","Hymenoptera","Megachilidae","Megachile","Megachile_xylocopoides.csv",0.687905191998489,0.135962044785023,0.75125,0.58985038,621,606,"AHM;CMD;DD_0;EXT;Eref;MAP;MSP;MWMT;NFFD;PPT_at;PPT_sp;PPT_wt;RH;SHM","0.8971;5.1017;0;2.8563;0;0;0;3.126;12.4338;3.7895;38.8351;6.8528;24.6588;1.4489","0.0179;4.0508;0.003;0.3355;0;15.8001;0;0.2203;14.0062;3.2709;23.4898;6.3611;31.9357;0.5084","H",3,0.79709264632757
"Megacopta cribraria",5866311,"Animalia","Arthropoda","Insecta","Hemiptera","Plataspidae","Megacopta","Megacopta_cribraria.csv",0.794366988131365,0.106624224686905,0.91875,0.44570199,412,412,"AHM;CMD;EXT;Eref;MAP;MSP;MWMT;NFFD;PAS;PPT_at;PPT_sp;PPT_wt;RH;SHM","0.8467;12.9495;7.6118;0;0;5.6761;0.0107;24.5211;14.9006;0.4231;14.6238;4.7245;0.537;13.175","0.0346;11.9308;3.3313;0;0;1.7392;4e-04;27.5507;31.9948;0.0652;13.2553;6.0519;3.1731;0.8725","LQ",0.5,0.780177509059551
"Megacyllene robiniae",1150515,"Animalia","Arthropoda","Insecta","Coleoptera","Cerambycidae","Megacyllene","Megacyllene_robiniae.csv",0.806141602349342,0.0790001095221516,0.94625,0.48617248,1510,1501,"AHM;CMD;CMI;DD_0;EXT;Eref;MSP;MWMT;PAS;PPT_at;PPT_sp;PPT_wt;RH;SHM;bFFP","19.6301;1.7106;3.1648;14.531;0.7846;7.9151;9.0843;14.0885;2.622;0.953;14.8954;0;0.0643;8.7204;1.836","6.1287;9.2293;0.1219;17.2977;11.1429;14.3788;1.2947;6.3735;7.2855;0.0512;8.6213;0.6526;8.9104;0.9275;7.584","P",1,0.820543589155624
"Megalographa biloba",8729319,"Animalia","Arthropoda","Insecta","Lepidoptera","Noctuidae","Megalographa","Megalographa_biloba.csv",0.669468321446739,0.128507237500043,0.6765,0.68258526,569,556,"AHM;CMD;DD18;DD_0;EXT;Eref;MSP;MWMT;PAS;PPT_at;PPT_sp;PPT_wt;RH;SHM;bFFP","0.0154;27.9356;0;2.4384;2.8968;1.1537;4.8885;9.2085;0;0;1.9085;6.9896;2.0457;0;40.5193","0.0029;9.6779;0.9042;1.2871;0.19;3.3767;13.1515;2.4646;0;0;5.2172;3.2172;15.3173;1.0256;44.1678","Q",0.5,0.70683553046575
"Megalopyge opercularis",1751572,"Animalia","Arthropoda","Insecta","Lepidoptera","Megalopygidae","Megalopyge","Megalopyge_opercularis.csv",0.781216824178034,0.0798477336475745,0.83675,0.47176852,1014,1003,"AHM;CMD;DD18;DD_0;EMT;EXT;Eref;MAP;MSP;MWMT;NFFD;PAS;PPT_at;PPT_sp;PPT_wt;RH;SHM","1.5262;15.0042;4.7641;4.8427;9.3275;5.1096;10.7733;0;3.8341;3.4715;1.2306;8.0599;8.2276;12.7741;6.0349;3.8303;1.1894","0.4232;2.4973;0.8533;12.5898;1.9032;3.3966;3.5764;0.4333;1.5411;2.8274;0.1274;20.027;2.7343;13.5296;21.6543;8.0931;3.7927","LQHP",0.5,0.856961224044077
"Megaphasma denticrus",1411531,"Animalia","Arthropoda","Insecta","Phasmida","Diapheromeridae","Megaphasma","Megaphasma_denticrus.csv",0.879593680774163,0.11890618320314,0.9145,0.53991502,360,360,"CMD;DD18;EXT;Eref;MSP;MWMT;PAS;PPT_at;PPT_wt;RH;SHM;bFFP","20.642;8.6661;4.445;16.7455;0.1791;0.3047;9.6956;7.7916;13.2154;1.5643;13.3003;3.4505","19.9469;8.0456;1.5856;2.1205;0.0219;1.6484;6.4967;12.7387;18.6751;7.728;12.7585;8.2341","P",0.5,0.880065516139342
"Megascops asio",2497415,"Animalia","Chordata","Aves","Strigiformes","Strigidae","Megascops","Megascops_asio.csv",0.710153203699465,0.0599134175746301,0.961,0.53742649,23585,23477,"AHM;CMD;DD_0;EXT;MSP;MWMT;PAS;PPT_at;PPT_sp;PPT_wt;RH;SHM;bFFP","0;32.5521;44.1806;0;0;0;0;0.8308;4.1314;0;17.4631;0;0.842","0;38.128;40.8321;0;0;0;0;0.3064;0.1343;0;20.468;0;0.1312","LQ",2,0.743380407282965
"Megascops kennicottii",2497341,"Animalia","Chordata","Aves","Strigiformes","Strigidae","Megascops","Megascops_kennicottii.csv",0.806540455004742,0.111221335932684,0.91325,0.55851231,6081,6055,"AHM;CMD;DD18;DD_0;EXT;MSP;PAS;PPT_at;PPT_sp;RH;SHM;Tave_sp;bFFP","31.2139;0;2.9724;15.0523;3.1317;28.1855;0.5736;4.7194;7.0741;0.0758;3.8707;2.4394;0.691","12.1214;1.5938;10.3161;23.6349;1.0239;17.2572;1.7071;1.296;10.2586;0.9964;17.8056;0.1661;1.8229","LQHP",3,0.832005810437017
"Megatibicen auletes",9592223,"Animalia","Arthropoda","Insecta","Hemiptera","Cicadidae","Megatibicen","Megatibicen_auletes.csv",0.795568857297252,0.0931773149880146,0.913,0.6067157,397,396,"AHM;CMD;EXT;MAP;MSP;MWMT;NFFD;PAS;PPT_at;PPT_sp;PPT_wt;RH;SHM","0.0093;11.3079;12.8965;0;5.3186;26.3645;4.2386;11.0544;0;20.5354;5.8159;0.8869;1.5719","2.0909;1.2232;25.6981;0;2.0998;32.7792;3.8401;1.3443;0;11.4964;13.8068;5.3551;0.2661","LQH",3,0.791601325277124
"Megatibicen dealbatus",9425968,"Animalia","Arthropoda","Insecta","Hemiptera","Cicadidae","Megatibicen","Megatibicen_dealbatus.csv",0.812170824670825,0.053967428967429,0.809,0.53938367,180,180,"CMD;DD_0;EXT;PAS;PPT_at;PPT_sm;PPT_sp;PPT_wt;RH;SHM;bFFP","13.612;25.2025;0;0;19.0265;7.7207;19.2425;0;0.5398;14.6561;0","9.6346;17.9228;0.0033;0;23.5459;4.5395;24.5453;0;0.0382;19.7704;0","L",1.5,0.791186693147964
"Megatibicen resh",9402991,"Animalia","Arthropoda","Insecta","Hemiptera","Cicadidae","Megatibicen","Megatibicen_resh.csv",0.815519451963833,0.0713363747408552,0.908,0.55738045,600,598,"AHM;EXT;Eref;MSP;MWMT;PAS;PPT_at;PPT_wt;RH;bFFP","24.5787;6.6438;3.0402;10.1595;0;22.458;2.5127;16.5612;12.7149;1.3309","8.9931;13.8131;6.0613;5.6647;13.1443;12.4288;9.0349;9.7944;5.0702;15.9952","P",1.5,0.832078019776853
"Melanchroia chephise",1963433,"Animalia","Arthropoda","Insecta","Lepidoptera","Geometridae","Melanchroia","Melanchroia_chephise.csv",0.814413720484607,0.117047580237861,0.87625,0.61437674,630,606,"AHM;CMD;DD18;EMT;EXT;Eref;MSP;MWMT;PAS;PPT_at;PPT_sp;PPT_wt;RH;SHM;bFFP","0.0801;0.9701;9.7833;0;0;12.2383;13.6444;0.805;9.945;5.9498;2.7361;4.5319;8.3272;8.1333;22.8554","2.3865;0.1814;0.8284;0;2e-04;1.0878;3.254;0.0872;24.2449;5.6914;1.226;43.1197;6.4395;4.7311;6.7221","H",2.5,0.844017681682698
"Melanerpes aurifrons",2478081,"Animalia","Chordata","Aves","Piciformes","Picidae","Melanerpes","Melanerpes_aurifrons.csv",0.615322058121079,0.180821546315793,0.68875,0.60078535,11491,9044,"AHM;CMD;CMI;DD_0;EMT;EXT;Eref;MWMT;PAS;PPT_at;PPT_sp;PPT_wt;RH;SHM;bFFP","10.0505;1.0423;3.5439;13.613;12.3444;0;0;6.7127;0.0333;0;33.4882;13.3746;1.5771;0;4.22","19.777;15.4851;2.9177;3.4827;1.0944;0.0829;1.4409;4.4544;4.01;0.2681;21.5874;6.9182;4.7721;3.9909;9.7181","P",1,0.743944447306068
"Melanerpes carolinus",2478106,"Animalia","Chordata","Aves","Piciformes","Picidae","Melanerpes","Melanerpes_carolinus.csv",0.671287270031715,0.0549235970926817,0.963,0.53725088,83234,82725,"AHM;CMD;DD_0;EXT;MSP;MWMT;PAS;PPT_at;PPT_sp;PPT_wt;RH;SHM;bFFP","16.9275;11.2271;45.6773;0.1555;0.0908;1.4049;17.0128;1.0482;3.7927;1.1091;0.0832;0.5649;0.9059","8.857;36.3082;35.0756;0.7372;0.623;3.1496;5.1377;0.2335;0.4967;1.3521;0.8078;0.8836;6.338","P",0.5,0.738456077757348
"Melanerpes erythrocephalus",2478130,"Animalia","Chordata","Aves","Piciformes","Picidae","Melanerpes","Melanerpes_erythrocephalus.csv",0.712209602230107,0.0366191871341864,0.94975,0.54789663,46991,46807,"AHM;CMD;DD_0;EXT;MSP;MWMT;PAS;PPT_at;PPT_sp;PPT_wt;RH;SHM;bFFP","12.5054;4.2354;7.7349;3.5058;10.99;11.5651;12.6659;0;24.5654;3.3124;3.7054;0;5.2142","4.672;2.0218;1.1623;2.8509;9.8285;0.775;4.8675;0.0072;43.1445;0.1677;1.1659;0.6423;28.6946","LQHP",0.5,0.766239363897946
"Melanerpes formicivorus",2478133,"Animalia","Chordata","Aves","Piciformes","Picidae","Melanerpes","Melanerpes_formicivorus.csv",0.739163036265908,0.102145017670387,0.97425,0.54457845,11224,10211,"AHM;CMD;CMI;DD_0;EMT;EXT;Eref;MAP;MSP;MWMT;PAS;PPT_at;PPT_sp;RH;SHM;Tave_sp;bFFP","25.9959;2.6404;0;14.2331;1.5559;0.6626;0.8721;7.6946;35.8059;0.4349;1.1903;0.3449;5.9556;0.1749;0.506;1.107;0.8258","3.0462;6.8847;0;4.1308;6.2874;0.8455;0.9661;23.6602;18.7064;9.9539;6.8092;0.5122;4.1947;0.119;3.0233;9.8489;1.0114","LQHP",1.5,0.879644650293165
"Melanerpes lewis",2478142,"Animalia","Chordata","Aves","Piciformes","Picidae","Melanerpes","Melanerpes_lewis.csv",0.752249981552957,0.0850900784205656,0.97,0.57352483,7833,7823,"AHM;CMD;CMI;DD18;DD_0;EXT;MSP;PAS;PPT_at;PPT_sp;PPT_wt;RH;SHM;bFFP","0.429;23.5596;0;27.2194;21.4347;0;13.8544;0.9433;2.1513;2.5823;6.9094;0.2738;0;0.6428","0.1568;49.2915;0;5.8099;3.375;0;15.3392;5.9787;0.2696;0.707;18.1959;0.735;0;0.1414","LQHP",3,0.824119686447383
"Melanerpes uropygialis",2478112,"Animalia","Chordata","Aves","Piciformes","Picidae","Melanerpes","Melanerpes_uropygialis.csv",0.684781592005378,0.112160542913077,0.92775,0.62030481,3914,3844,"AHM;CMD;DD_0;EMT;EXT;Eref;PAS;PPT_at;PPT_sp;RH;SHM;Tave_sp;bFFP","5.8364;3.118;22.447;3.35;26.2024;2.3928;0;3.7279;4.9813;9.217;7.7785;0;10.9487","3.5436;12.4177;19.0025;0.1961;23.4094;3.2435;0;0.6035;5.2843;17.8659;6.988;2.1058;5.3397","P",1,0.798706040814955
"Melanitta fusca",2498238,"Animalia","Chordata","Aves","Anseriformes","Anatidae","Melanitta","Melanitta_fusca.csv",0.787530840217454,0.0890134653883287,0.87675,0.54367568,12201,9436,"AHM;CMD;CMI;DD18;DD_0;EXT;MSP;PAS;PPT_at;PPT_sp;PPT_wt;RH;SHM;Tave_at;bFFP","4.3145;21.6715;0.3603;17.6671;18.5993;0.666;2.1145;16.4702;1.9874;8.4718;2.5845;0.8518;0.1364;3.8312;0.2734","0.9971;15.3346;0.0359;12.3179;19.6273;7.1358;0.6316;8.0161;0.1029;2.8071;0.7373;2.5091;0.002;0.331;29.4142","P",1.5,0.82729161463571
"Melanitta nigra",2498247,"Animalia","Chordata","Aves","Anseriformes","Anatidae","Melanitta","Melanitta_nigra.csv",0.769595762121741,0.108845077213528,0.95025,0.54783417,9255,7067,"AHM;CMD;CMI;DD18;DD_0;EXT;MSP;PAS;PPT_at;PPT_sp;PPT_wt;RH;SHM;Tave_at;bFFP","3.3263;21.4373;1.8959;2.124;1.1736;0.9151;1.4544;4.5859;0.0911;13.9689;5.4392;3.7967;1.8675;20.1071;17.8172","2.4703;7.7072;0.1036;1.3816;0.8254;7.8945;0.6743;2.0918;0.7044;2.3165;26.9411;32.641;0.2537;0.6026;13.3919","H",0.5,0.857838806212159
"Melanitta perspicillata",2498246,"Animalia","Chordata","Aves","Anseriformes","Anatidae","Melanitta","Melanitta_perspicillata.csv",0.764821426373084,0.0815142678015018,0.96475,0.58638677,13347,9992,"AHM;CMD;CMI;DD18;DD_0;EXT;MSP;PAS;PPT_at;PPT_sp;PPT_wt;RH;SHM;Tave_at;bFFP","11.3668;22.2508;3.5441;7.1742;5.9558;0;7.1554;15.969;3.2814;7.8462;7.9686;5.7074;1.0606;0.4054;0.3142","2.3755;3.9772;0.1912;13.1675;1.2201;0.4537;4.476;5.7829;0.3615;3.6922;30.7284;31.0964;0.0973;0.0623;2.318","LQHP",1.5,0.814904043711412
"Melanoplus bivittatus",1699027,"Animalia","Arthropoda","Insecta","Orthoptera","Acrididae","Melanoplus","Melanoplus_bivittatus.csv",0.739608535369586,0.202615544164413,0.751,0.54022348,3052,3023,"AHM;CMD;CMI;DD18;DD_0;EMT;EXT;Eref;MSP;PAS;PPT_at;PPT_sp;PPT_wt;RH;SHM;bFFP","6.8457;0.0951;0;24.8535;13.0576;0.8264;0;0.2981;0.0206;41.615;1.5362;1.2791;2.2022;0;7.2772;0.0931","0.3444;0.0728;0;44.4749;4.4737;3.3796;0.1391;0.0478;1.549;41.6232;0.1253;0.4254;0.5321;0.1833;2.1603;0.4694","P",3,0.764306825723285
"Melanoplus cinereus",1699339,"Animalia","Arthropoda","Insecta","Orthoptera","Acrididae","Melanoplus","Melanoplus_cinereus.csv",0.82347184317293,0.17507981819576,0.90725,0.40786652,87,84,"AHM;CMI;DD18;DD_0;EXT;MSP;PAS;PPT_at;PPT_sp;PPT_wt;RH;SHM;Tave_sp;bFFP","1.6316;3.2124;7.3271;7.0168;0.0231;4.5613;4.3848;9.5634;4.4505;14.8793;0.8077;4.2417;3.914;33.9864","3.9389;2.1927;3.3153;2.1108;31.7026;4.6549;1.4194;2.5441;1.218;1.6533;1.2224;7.4936;0.5437;35.9902","P",0.5,0.922970987881014
"Melanoplus differentialis",1699044,"Animalia","Arthropoda","Insecta","Orthoptera","Acrididae","Melanoplus","Melanoplus_differentialis.csv",0.757272657965596,0.123556240404123,0.8995,0.59045323,4062,4040,"AHM;CMD;DD18;DD_0;EXT;MSP;MWMT;PAS;PPT_at;PPT_sp;PPT_wt;RH;SHM;bFFP","4.0907;2.0851;26.5774;0.5456;0.0152;0.9908;5.8212;0.8937;13.057;14.9111;13.1942;9.2055;8.0407;0.5719","0.6446;1.4144;25.6927;1.8927;0.0685;3.2383;0.8529;0.3603;3.7946;30.1929;27.2511;3.2088;1.2387;0.1494","H",1,0.812876000468357
"Melanoplus femurrubrum",1699053,"Animalia","Arthropoda","Insecta","Orthoptera","Acrididae","Melanoplus","Melanoplus_femurrubrum.csv",0.697155185032006,0.178823601913265,0.767,0.65001979,1137,1128,"AHM;CMD;CMI;DD_0;EXT;Eref;MSP;MWMT;PAS;PPT_at;PPT_sp;PPT_wt;RH;SHM;bFFP","0;1.0204;0;31.1663;1.9428;39.6023;0;20.9707;0.4026;0;4.8948;0;0;0;0","0;28.8361;0;19.5085;0.0908;20.3414;0.0369;2.5525;6.8864;0.0309;9.0784;0;12.6382;0;0","L",3,0.7112218619532
